"","data","Overall","north_east","north","west","capital","south_east","south","east","badakhshan","balkh_province","badghis","baghlan","bamyan_province","farah","faryab","ghor","ghazni_province","herat","helmand","jawzjan","kabul_province","kandahar_province","kunduz_province","kunar","khost","laghman","logar","nangarhar","nuristan","paktya","paktika","samangan","sar_e_pul_province","takhar","uruzgan","maidan_wardak","faiz_abad_badakhshan","baharak_badakhshan","yaftal_e_sufla","yawan","argo","kohestan_badakhshan","keshem","jorm","nahr_e_shahi","mazar_e_sharif","dehdadi","sholgareh","zari","balkh","chemtal","qala_e_naw","muqur_badghis","jawand","ab_kamari","pul_e_khumri","doshi","burka","baghlan_e_jadid","nahrin","bamyan","bala_buluk","qala_e_kah","maymana","feroz_koh","dawlatyar","shahrak","deh_yak","andar","ghazni","muqur_ghazni","giro","qarabagh","waghaz","hirat","injil","guzara","lashkargah","nahr_e_saraj","sheberghan","aqcha","kabul","bagrami","deh_sabz","paghman","kandahar","daman","maywand","arghandab","zheray","dand","panjwayi","spin_boldak","kunduz","chawkay","asad_abad","watapur","shigal","bar_kunar","dara_e_pech","sar_kani","marawara","narang","khas_kunar","nurgal","ghazi_abad","nari","dangam","chapa_dara","matun","mandozayi","gurbuz","tani","terezayi","qalandar","mehtarlam","qarghayi","pul_e_alam","surkh_rod","rodat","jalalabad","behsud","bati_kot","chaparhar","khogyani","achin","nazyan","dur_baba","deh_bala","kama","shinwar","pachir_wa_agam","wama","barg_e_matal","waygal","parun","kamdesh","mandol","nurgaram","gardez","shawak","sayed_karam","samkani","ahmadaba","dand_wa_patan","ziruk","sharan","mata_khan","urgun","barmal","surobi_paktika","zarghun_shahr","yosuf_khel","aybak","hazrat_e_sultan","dara_e_suf_e_bala","dara_e_suf_e_payin","sar_e_pul","taloqan","yangi_qala","bangi","baharak","tirinkot","maydan_shahr","nerkh","dawlatabad_balkh","karukh","muhmand_dara","duab","secure_tenure","insecure_tenure","service_inaccess","service_access","adequate_shelter","inadequate_shelter","less_5years","over_5years","mixed_popn","seperate_popn","recent_return","no_recent_return","suburb_location","rural_location","urban_location","small_site","large_site"
"492","discrimate_result","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"493","evicted_hh","13.4146341463415","48.9795918367347","12.5","33.3333333333333","12.5","0","9.09090909090909","0","80","0","NaN","41.1764705882353","NaN","0","25","NaN","NaN","50","17.6470588235294","100","12.5","0","60","0","0","0","NaN","0","0","0","0","0","5.88235294117647","14.2857142857143","100","NaN","NaN","80","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","40","0","100","50","NaN","NaN","NaN","0","25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","100","11.1111111111111","25","100","NaN","16.6666666666667","0","NaN","NaN","0","0","NaN","0","NaN","NaN","0","NaN","60","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","NaN","0","0","0","0","NaN","NaN","NaN","0","0","NaN","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","NaN","0","0","0","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","5.88235294117647","14.2857142857143","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","0","0","10.7142857142857","20.2702702702703","12.2905027932961","16.4179104477612","13.0434782608696","20","16.6666666666667","13.0630630630631","15.6756756756757","6.55737704918033","8.75","3.79746835443038","22.8070175438596","7.21649484536082","14.1304347826087","14.070351758794","8.69565217391304"
"495","evicted_iset","6.91056910569106","20.4081632653061","4.16666666666667","0","0","5.26315789473684","11.3636363636364","0","40","0","NaN","0","NaN","0","25","NaN","NaN","0","17.6470588235294","0","0","7.69230769230769","35","0","14.2857142857143","0","NaN","0","0","0","0","0","0","14.2857142857143","0","NaN","NaN","40","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","NaN","NaN","NaN","0","25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","11.1111111111111","25","0","NaN","0","0","NaN","NaN","11.7647058823529","0","NaN","0","NaN","NaN","0","NaN","35","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","NaN","0","25","0","0","NaN","NaN","NaN","0","0","NaN","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","NaN","0","0","0","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","0","14.2857142857143","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","0","0","4.16666666666667","10.8108108108108","5.02793296089385","11.9402985074627","7.39130434782609","0","20.8333333333333","5.40540540540541","8.10810810810811","3.27868852459016","2.5","3.79746835443038","12.280701754386","5.15463917525773","5.43478260869565","8.04020100502512","2.17391304347826"
"497","denied_finance","48.780487804878","4.08163265306122","70.8333333333333","0","50","47.3684210526316","50","66.6666666666667","0","0","NaN","5.88235294117647","NaN","0","25","NaN","NaN","0","58.8235294117647","0","50","42.3076923076923","5","28.2051282051282","71.4285714285714","100","NaN","87.5","93.3333333333333","0","80","0","94.1176470588235","0","100","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","25","NaN","NaN","NaN","0","25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","77.7777777777778","37.5","0","NaN","66.6666666666667","0","NaN","NaN","47.0588235294118","100","NaN","14.2857142857143","NaN","NaN","100","NaN","5","0","14.2857142857143","66.6666666666667","0","0","40","50","25","25","33.3333333333333","NaN","100","NaN","NaN","100","75","100","50","NaN","NaN","NaN","100","100","NaN","71.4285714285714","100","NaN","75","NaN","100","NaN","100","NaN","100","100","NaN","100","100","100","NaN","100","100","100","100","0","0","NaN","0","0","0","NaN","NaN","66.6666666666667","NaN","100","100","NaN","NaN","NaN","0","NaN","NaN","NaN","94.1176470588235","0","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","100","100","52.9761904761905","39.1891891891892","53.072625698324","37.3134328358209","49.1304347826087","40","8.33333333333333","53.1531531531532","43.7837837837838","63.9344262295082","63.75","49.3670886075949","33.3333333333333","62.8865979381443","43.4782608695652","47.2361809045226","56.5217391304348"
"499","denied_services","28.0487804878049","18.3673469387755","8.33333333333333","0","25","0","40.9090909090909","38.3838383838384","20","0","NaN","29.4117647058824","NaN","0","25","NaN","NaN","0","29.4117647058824","0","25","50","10","61.5384615384615","0","7.69230769230769","NaN","31.25","20","0","0","100","0","14.2857142857143","0","NaN","NaN","20","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","30","0","0","50","NaN","NaN","NaN","0","25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","33.3333333333333","25","0","NaN","16.6666666666667","50","NaN","NaN","47.0588235294118","0","NaN","57.1428571428571","NaN","NaN","100","NaN","10","0","100","33.3333333333333","66.6666666666667","50","80","100","50","0","66.6666666666667","NaN","0","NaN","NaN","100","0","0","0","NaN","NaN","NaN","14.2857142857143","0","NaN","28.5714285714286","25","NaN","50","NaN","0","NaN","0","NaN","33.3333333333333","100","NaN","0","0","0","NaN","0","33.3333333333333","0","0","100","0","NaN","0","0","0","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","100","NaN","NaN","NaN","0","14.2857142857143","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","100","100","31.547619047619","18.9189189189189","25.1396648044693","35.8208955223881","28.695652173913","13.3333333333333","16.6666666666667","29.2792792792793","29.1891891891892","24.5901639344262","22.5","43.0379746835443","42.1052631578947","26.8041237113402","20.6521739130435","26.6331658291457","34.7826086956522"
"501","harrass_verbal","8.53658536585366","0","4.16666666666667","33.3333333333333","0","26.3157894736842","20.4545454545455","5.05050505050505","0","0","NaN","0","NaN","0","25","NaN","NaN","50","17.6470588235294","0","0","23.0769230769231","0","10.2564102564103","28.5714285714286","0","NaN","3.125","0","28.5714285714286","20","0","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","NaN","NaN","NaN","0","25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100","0","0","37.5","0","NaN","0","0","NaN","NaN","23.5294117647059","0","NaN","28.5714285714286","NaN","NaN","0","NaN","0","100","0","0","16.6666666666667","50","0","0","25","0","0","NaN","0","NaN","NaN","0","0","0","100","NaN","NaN","NaN","0","0","NaN","14.2857142857143","0","NaN","0","NaN","0","NaN","0","NaN","0","0","NaN","0","0","0","NaN","0","0","0","0","0","50","NaN","0","0","0","NaN","NaN","33.3333333333333","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","0","0","8.33333333333333","6.75675675675676","6.70391061452514","13.4328358208955","8.26086956521739","13.3333333333333","29.1666666666667","6.30630630630631","8.10810810810811","9.83606557377049","11.25","5.06329113924051","7.01754385964912","8.24742268041237","9.78260869565217","9.04522613065327","6.52173913043478"
"503","harass_physical","4.0650406504065","0","4.16666666666667","0","0","5.26315789473684","15.9090909090909","1.01010101010101","0","100","NaN","0","NaN","0","0","NaN","NaN","0","11.7647058823529","0","0","19.2307692307692","0","2.56410256410256","14.2857142857143","0","NaN","0","0","0","0","0","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","NaN","NaN","NaN","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","25","0","NaN","0","0","NaN","NaN","29.4117647058824","0","NaN","0","NaN","NaN","0","NaN","0","0","0","0","0","0","0","0","0","25","0","NaN","0","NaN","NaN","0","0","100","0","NaN","NaN","NaN","0","0","NaN","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","NaN","0","0","0","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","0","0","4.16666666666667","1.35135135135135","5.58659217877095","0","4.34782608695652","0","12.5","3.15315315315315","3.24324324324324","6.55737704918033","8.75","1.26582278481013","5.26315789473684","4.12371134020619","3.26086956521739","4.52261306532663","2.17391304347826"
"505","domestic_abuse","28.4552845528455","42.8571428571429","4.16666666666667","66.6666666666667","25","57.8947368421053","45.4545454545455","13.1313131313131","40","0","NaN","23.5294117647059","NaN","100","0","NaN","NaN","50","52.9411764705882","0","25","42.3076923076923","55","12.8205128205128","14.2857142857143","0","NaN","25","0","85.7142857142857","80","0","5.88235294117647","57.1428571428571","0","NaN","NaN","40","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","20","100","0","0","NaN","NaN","NaN","100","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100","0","22.2222222222222","87.5","0","NaN","16.6666666666667","50","NaN","NaN","52.9411764705882","0","NaN","28.5714285714286","NaN","NaN","0","NaN","55","0","0","0","16.6666666666667","50","0","0","25","50","0","NaN","0","NaN","NaN","0","0","0","50","NaN","NaN","NaN","0","0","NaN","14.2857142857143","50","NaN","50","NaN","50","NaN","0","NaN","0","0","NaN","0","0","0","NaN","0","0","0","0","0","75","NaN","100","100","100","NaN","NaN","100","NaN","100","0","NaN","NaN","NaN","0","NaN","NaN","NaN","5.88235294117647","57.1428571428571","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","0","0","23.8095238095238","37.8378378378378","29.0502793296089","26.865671641791","28.2608695652174","33.3333333333333","50","26.1261261261261","28.6486486486486","27.8688524590164","26.25","21.5189873417722","31.5789473684211","23.7113402061856","31.5217391304348","28.643216080402","28.2608695652174"
"507","other","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","NaN","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","NaN","NaN","NaN","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","NaN","0","0","0","0","NaN","NaN","NaN","0","0","NaN","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","NaN","0","0","0","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"508","water_point","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"509","yes","82.82","84.19","86.11","75.56","83.33","78.41","82","80.37","65.85","96.59","36.36","89.16","100","66.67","74.42","100","86.67","85","83.33","79.41","80.52","81.97","97.44","87.5","73.81","86.44","100","65.75","94.44","93.75","66.67","80.36","88.06","74.29","75","100","60","68.42","100","0","100","100","0","100","94.44","100","100","100","100","100","100","33.33","33.33","100","0","92.59","83.33","85.71","78.57","100","100","50","100","74.42","100","100","100","0","100","87.5","100","100","100","100","75","81.82","100","75","100","78.79","100","81.97","69.23","100","100","82.14","87.5","70","90.91","92.31","100","77.78","0","97.44","100","81.82","100","66.67","66.67","88.89","75","100","100","100","100","100","66.67","100","100","72","75","80","50","100","100","89.66","83.33","100","75","66.67","75","62.5","100","50","0","75","100","75","50","100","100","50","100","50","100","100","100","100","100","88.89","100","100","100","100","100","100","66.67","0","100","50","0","100","100","68.75","95.24","100","100","88.06","76.67","50","57.14","100","75","100","100","100","100","100","100","83.89","80.99","95.22","46.02","83.73","71.59","81.12","83.13","83.35","81.41","84.48","80.24","80.97","81.31","84.46","84.12","74"
"510","no_further","12.82","9.19","9.38","22.22","6.67","18.18","18","16.82","14.63","3.41","54.55","4.82","0","33.33","16.28","0","13.33","15","16.67","5.88","7.79","18.03","2.56","10.94","19.05","13.56","0","27.4","5.56","6.25","33.33","12.5","11.94","18.57","25","0","26.67","10.53","0","0","0","0","0","0","5.56","0","0","0","0","0","0","50","66.67","0","100","3.7","16.67","14.29","0","0","0","50","0","16.28","0","0","0","100","0","12.5","0","0","0","0","25","18.18","0","25","0","6.06","0","4.92","23.08","0","0","17.86","12.5","30","9.09","7.69","0","22.22","100","2.56","0","18.18","0","16.67","33.33","11.11","25","0","0","0","0","0","33.33","0","0","20","12.5","20","50","0","0","10.34","16.67","0","12.5","33.33","25","25","0","50","75","25","0","25","50","0","0","50","0","50","0","0","0","0","0","11.11","0","0","0","0","0","0","33.33","100","0","50","100","0","0","18.75","4.76","0","0","11.94","15","50","42.86","0","25","0","0","0","0","0","0","12.12","14.06","2.45","43.6","11.92","23.86","11.89","12.97","11.98","15.06","9.66","15.93","12.96","14.64","11.74","11.96","18.67"
"511","no_none","4.1","6.25","4.17","2.22","8.89","3.41","0","2.8","19.51","0","9.09","4.82","0","0","9.3","0","0","0","0","11.76","10.39","0","0","1.56","7.14","0","0","6.85","0","0","0","7.14","0","7.14","0","0","13.33","21.05","0","100","0","0","100","0","0","0","0","0","0","0","0","16.67","0","0","0","1.85","0","0","21.43","0","0","0","0","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.12","0","11.48","7.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","0","0","0","0","0","0","0","0","0","0","0","8","12.5","0","0","0","0","0","0","0","12.5","0","0","12.5","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0","0","0","0","8.33","0","0","0","0","0","0","0","0","0","0","3.73","4.95","1.98","10.38","4.07","4.55","6.99","3.69","4.31","3.53","5.52","3.83","5.26","4.05","3.63","3.82","6"
"512","no_consensus","0.26","0.37","0.35","0","1.11","0","0","0","0","0","0","1.2","0","0","0","0","0","0","0","2.94","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.03","0","1.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.27","0","0.35","0","0.28","0","0","0.2","0.36","0","0.34","0","0.81","0","0.17","0.1","1.33"
"513","water_point_no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","Sum","36017.3","13847","3457","1777","1484","683","6463.3","8306","46","713","6","252","1","35","210","923","110","813","437.3","76","1435","6011","13035","572","148","7166","39","533","35","393","32","253","2205","514","15","9","16","23","2","0","1","2","0","2","269","83","119","4","3","215","15","4","1","1","0","118","57","30","44","3","1","5","30","210","892","30","1","0","7","76","8","4","12","3","210","542","58","403.3","34","75","1","949","474","11","1","2287","2111","141","121","1080","17","254","0","13035","6","184","50","31","16","47","25","27","13","60","95","8","3","1","6","85","35","14","5","4","5","5738","1428","39","90","13","305","59","5","13","0","6","5","9","5","10","4","2","6","2","4","7","10","2","2","51","5","7","225","5","100","4","13","0","7","4","0","2","2","146","101","6","0","2205","475","5","29","5","15","6","3","5","3","7","2","26842.3","8983","30713","5304.3","34957.3","955","979","34928.3","32451.3","3566","3081","9231","4568","4729","26720.3","24206.3","11769"
"515","tap_sanitize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516","no","76.61","81.3","82.73","58.82","82.89","46.38","50","93.26","77.78","96.47","100","92","100","100","81.25","72.73","30.77","35.29","9.52","96.43","80.95","56.86","77.63","98.25","48.39","84.31","100","94.34","100","53.33","50","88.89","52.54","73.08","100","75","77.78","69.23","100","0","100","100","0","100","96.08","90.91","100","100","100","100","100","100","100","100","0","94.12","80","66.67","100","100","100","100","100","81.25","66.67","100","100","0","0","28.57","100","0","0","100","33.33","33.33","25","15.38","0","96.3","100","76.47","100","100","100","45.83","85.71","57.14","40","66.67","50","85.71","0","77.63","100","88.89","100","100","100","100","100","100","100","100","100","100","100","100","100","44.44","50","50","0","100","100","76.92","92","100","100","100","66.67","100","100","100","0","100","100","66.67","100","0","100","100","100","100","100","100","100","100","100","50","0","0","100","0","100","0","50","0","50","100","0","100","0","86.36","90","100","100","52.54","71.74","100","75","100","100","66.67","100","100","100","100","100","77.81","74.6","76.61","76.6","76.81","73.02","72.41","77.13","75.92","78.52","76.8","83.7","80.79","85.34","70.18","74.79","90.76"
"517","some","13.2","11.3","11.65","38.24","9.21","26.09","25.4","1.12","7.41","2.35","0","6.67","0","0","9.38","27.27","23.08","58.82","57.14","3.57","9.52","19.61","14.47","0","32.26","1.96","0","1.89","0","6.67","40","0","38.98","15.38","0","25","0","15.38","0","0","0","0","0","0","1.96","9.09","0","0","0","0","0","0","0","0","0","5.88","20","16.67","0","0","0","0","0","9.38","33.33","0","0","0","0","14.29","0","100","100","0","33.33","66.67","75","38.46","87.5","3.7","0","11.76","0","0","0","31.25","7.14","0","10","0","50","14.29","0","14.47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.33","33.33","25","100","0","0","3.85","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","100","50","0","50","0","0","0","0","0","0","0","0","38.98","17.39","0","0","0","0","33.33","0","0","0","0","0","12.81","13.5","13.89","9.22","13.27","12.7","12.93","13.27","12.75","14.45","14.8","9.78","12.32","9.77","15.42","14.63","1.68"
"518","all","4.89","4.35","3.61","0","3.95","8.7","13.49","1.12","14.81","1.18","0","0","0","0","9.38","0","15.38","0","9.52","0","4.76","14.71","3.95","0","0","1.96","0","1.89","0","26.67","0","11.11","0","5.77","0","0","22.22","15.38","0","0","0","0","0","0","1.96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.38","0","0","0","0","0","28.57","0","0","0","0","0","0","0","15.38","0","0","0","5.88","0","0","0","16.67","7.14","42.86","0","25","0","0","0","3.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","33.33","0","0","0","0","0","0","0","0","0","0","0","37.5","100","0","0","0","0","0","0","0","0","0","0","0","0","13.64","10","0","0","0","6.52","0","0","0","0","0","0","0","0","0","0","4.69","5.14","4.26","8.51","4.57","9.52","7.76","4.5","5.24","3.91","2.4","2.17","4.43","3.01","6.09","4.99","4.2"
"519","dont_know","4.68","3.04","2.01","2.94","2.63","17.39","7.94","4.49","0","0","0","1.33","0","0","0","0","30.77","5.88","9.52","0","3.17","7.84","3.95","1.75","16.13","11.76","0","1.89","0","13.33","10","0","8.47","5.77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","0","0","0","0","0","0","0","0","0","0","100","28.57","0","0","0","0","33.33","0","0","15.38","0","0","0","3.92","0","0","0","6.25","0","0","40","8.33","0","0","0","3.95","0","11.11","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","16.67","25","0","0","0","19.23","4","0","0","0","33.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","8.47","4.35","0","25","0","0","0","0","0","0","0","0","4.06","6.11","4.75","4.26","4.79","3.17","6.9","4.38","5.24","3.12","4.8","4.35","2.46","1.88","7.1","4.99","2.52"
"520","no_consensus","0.62","0","0","0","1.32","1.45","3.17","0","0","0","0","0","0","0","0","0","0","0","14.29","0","1.59","0.98","0","0","3.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.38","12.5","0","0","1.96","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.62","0.64","0.49","1.42","0.56","1.59","0","0.71","0.85","0","1.2","0","0","0","1.22","0.59","0.84"
"521","wash_gbv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522","yes","81.08","90","89.56","85.29","84.21","82.61","76.19","58.43","74.07","94.12","100","88","100","100","84.38","72.73","92.31","88.24","80.95","85.71","84.13","74.51","93.42","73.68","70.97","47.06","100","50.94","64.71","86.67","100","93.33","84.75","96.15","100","50","77.78","69.23","100","0","0","100","0","100","98.04","90.91","78.57","100","100","100","100","100","100","100","0","92.16","100","83.33","63.64","100","100","100","100","84.38","77.78","100","0","0","50","100","100","100","100","100","100","88.89","75","100","50","85.19","100","84.31","77.78","100","100","72.92","78.57","71.43","70","66.67","100","85.71","0","93.42","66.67","55.56","100","75","100","66.67","33.33","100","75","66.67","0","100","100","100","100","66.67","66.67","75","100","100","100","50","44","100","42.86","66.67","66.67","36.36","100","25","0","100","100","66.67","0","0","100","100","66.67","100","100","33.33","40","100","100","100","100","100","66.67","100","0","100","100","0","100","100","0","100","100","95.45","90","100","100","84.75","95.65","100","100","100","100","33.33","100","100","100","0","100","82.97","78.78","81.85","76.6","80.71","87.3","81.03","81.04","82.29","77.73","78.4","75.36","82.76","71.8","85.4","82.64","69.75"
"523","no","16.22","8.26","10.44","11.76","14.47","15.94","14.29","37.64","25.93","5.88","0","10.67","0","0","15.62","18.18","7.69","11.76","14.29","14.29","14.29","14.71","3.95","21.05","25.81","45.1","0","49.06","35.29","13.33","0","6.67","15.25","1.92","0","50","22.22","30.77","0","0","100","0","0","0","1.96","9.09","21.43","0","0","0","0","0","0","0","0","7.84","0","0","36.36","0","0","0","0","15.62","11.11","0","100","0","50","0","0","0","0","0","0","11.11","25","0","37.5","14.81","0","13.73","22.22","0","0","16.67","7.14","28.57","10","16.67","0","14.29","0","3.95","33.33","33.33","0","25","0","33.33","66.67","0","25","33.33","0","0","0","0","0","27.78","33.33","25","0","0","0","38.46","52","0","57.14","33.33","33.33","63.64","0","75","0","0","0","33.33","100","100","0","0","33.33","0","0","66.67","60","0","0","0","0","0","33.33","0","100","0","0","0","0","0","0","0","0","4.55","10","0","0","15.25","2.17","0","0","0","0","66.67","0","0","0","100","0","15.78","16.08","15.23","21.99","16.39","12.7","15.52","16.35","15.01","19.53","20","21.38","15.27","26.32","11.16","14.74","26.89"
